1492808445;1035;756;1
1492808445;927;473;14
1492808446;270;38;1
1492808446;1844;1064;8
1492808446;1283;1933;5
1492808447;1203;664;11
1492808447;389;1631;15
1492808448;1504;1105;2
1492808499;1098;578;3
1492808499;1035;757;1
1492808499;1077;249;3
1492808499;246;683;3
1492808499;1362;389;10
1492808499;146;280;6
1492808499;207;440;9
1492808499;1705;558;1
1492808499;26;815;3
1492808499;76;53;2
1492808499;1390;954;0
1492808499;1966;378;12
1492808499;1824;1065;10
1492808499;955;183;5
1492808499;458;1405;11
1492808499;278;403;12
1492808499;1598;442;10
1492808499;259;680;3
1492808499;289;1541;5
1492808499;729;519;5
1492808499;815;1200;0
1492808499;1086;579;3
1492808499;1329;1991;5
1492808499;519;486;3
1492808499;981;83;13
1492808499;955;112;13
1492808499;1299;1969;5
1492808499;249;327;1
1492808499;151;120;9
1492808499;212;427;2
1492808499;1988;1086;13
1492808499;390;1634;1
1492808499;1323;1914;5
1492808499;1398;1646;3
1492808499;895;104;13
1492808499;1679;191;0
1492808499;389;1628;15
1492808499;448;1890;3
1492808499;459;1406;11
1492808499;604;162;5
1492808499;1392;953;0
1492808499;244;222;1
1492808499;1251;1466;0
1492808499;606;61;3
1492808499;458;610;9
1492808499;607;61;3
1492808499;1056;275;6
1492808499;1972;746;8
1492808499;1802;1030;13
1492808499;281;328;2
1492808499;388;1633;15
1492808499;1034;757;1
1492808499;1783;1063;6
1492808499;955;111;13
1492808499;1002;1446;1
1492808499;123;1414;11
1492808499;107;1372;8
1492808499;475;1383;2
1492808499;367;1554;3
1492808499;1847;1064;8
1492808499;1340;1913;5
1492808499;1000;1446;1
1492808499;1705;556;1
1492808499;208;230;2
1492808499;955;110;13
1492808499;802;1524;4
1492808499;1798;1064;8
1492808499;498;855;3
1492808499;1757;1011;0
1492808499;517;1197;5
1492808499;476;1384;2
1492808499;1786;1049;15
1492808499;1064;270;8
1492808499;1391;953;0
1492808499;70;155;9
1492808499;1820;243;9
1492808499;250;682;0
1492808499;1705;555;1
1492808499;390;1633;15
1492808499;1809;231;3
1492808499;913;439;3
1492808499;1757;1012;0
1492808499;28;824;3
1492808499;1390;953;0
1492808499;259;678;0
1492808499;1080;270;2
1492808499;1394;947;0
1492808499;763;1267;3
1492808499;259;681;3
1492808499;892;1269;0
1492808499;1806;546;3
1492808499;389;1632;1
1492808499;234;678;9
1492808499;1161;1311;5
1492808499;13;1314;0
1492808499;1711;557;3
1492808499;955;109;13
1492808499;526;1191;3
1492808499;1103;575;3
1492808499;935;1313;5
1492808499;1392;952;0
1492808499;606;61;5
1492808499;461;899;10
1492808499;1390;951;0
1492808499;552;1349;3
1492808499;1758;1013;0
1492808499;1743;1088;5
1492808499;955;107;13
1492808500;160;1578;3
1492808500;890;101;13
1492808500;1846;1064;8
1492808500;1055;271;6
1492808500;146;60;4
1492808500;1870;506;8
1492808500;259;684;3
1492808500;1204;665;11
1492808500;389;1632;15
1492808500;347;1303;7
1492808500;770;1491;9
1492808500;1274;1963;5
1492808500;1324;1992;5
1492808500;526;1193;3
1492808500;1390;952;0
1492808500;1833;1066;13
1492808500;259;679;0
1492808500;1065;270;8
1492808500;1733;1986;5
1492808500;1273;1962;5
1492808500;552;1351;3
1492808500;1415;943;0
1492808500;1505;1512;3
1492808500;709;657;0
1492808500;94;126;5
1492808500;1817;244;3
1492808500;478;1371;6
1492808500;955;183;3
1492808500;1699;595;3
1492808500;1274;1961;5
1492808500;1392;951;0
1492808500;1412;942;0
1492808500;192;136;7
1492808500;91;90;14
1492808500;1014;1452;4
1492808500;97;198;6
1492808500;1080;273;2
1492808500;799;1685;3
1492808500;456;606;5
1492808500;1712;558;3
1492808500;1237;1470;5
1492808500;379;46;0
1492808500;1845;519;0
1492808500;1680;175;8
1492808500;1409;944;0
1492808500;1868;277;10
1492808500;1788;1039;0
1492808500;1719;114;5
1492808500;478;1384;2
1492808500;864;848;0
1492808500;552;1350;3
1492808500;262;157;7
1492808500;1505;1510;10
1492808500;88;1558;8
1492808500;1815;245;3
1492808500;523;1191;3
1492808500;1250;131;13
1492808500;1247;1466;0
1492808500;83;1563;8
1492808500;232;1597;5
1492808500;922;42;5
1492808500;101;368;5
1492808500;34;371;2
1492808500;1839;1061;0
1492808500;0;478;3
1492808500;1101;129;10
1492808500;1329;1550;5
1492808500;1311;1968;5
1492808500;399;1678;2
1492808500;251;682;3
1492808500;1205;666;11
1492808500;923;43;5
1492808501;474;723;13
1492808501;1506;1511;10
1492808502;904;44;4
1492808502;233;90;5
1492808502;1817;243;3
1492808502;526;1191;0
1492808502;1320;1964;5
1492808502;908;101;1
1492808503;1973;747;8
1492808503;587;66;2
1492808503;1410;943;0
1492808503;1819;245;3
1492808504;1678;176;7
1492808504;126;416;4
1492808504;890;101;2
1492808504;933;102;12
1492808504;262;678;3
1492808504;1825;1065;10
1492808505;1013;1452;4
1492808505;259;680;0
1492808506;1409;942;0
1492808506;1851;757;8
1492808506;70;623;3
1492808506;798;448;6
1492808506;240;689;0
1492808506;234;678;3
1492808506;88;1556;8
1492808507;756;1493;9
1492808507;1343;1931;5
1492808507;904;159;1
1492808508;930;103;12
1492808508;1316;1834;3
1492808508;1197;1358;12
1492808509;1880;1022;2
1492808510;1844;1906;5
1492808510;1943;699;5
1492808511;1971;723;3
1492808511;1013;1451;4
1492808512;1842;1908;5
1492808512;1307;1974;5
1492808512;155;388;5
1492808512;933;104;12
1492808512;1742;103;3
1492808512;1801;458;7
1492808513;1201;666;11
1492808513;93;1838;5
1492808513;1938;700;5
1492808513;893;104;2
1492808514;522;226;0
1492808514;802;1480;9
1492808514;955;183;5
1492808514;1198;1359;12
1492808515;115;1367;8
1492808515;1299;1952;5
1492808515;1748;1974;5
1492808516;1410;942;0
1492808516;16;134;6
1492808516;922;38;5
1492808516;1792;1064;8
1492808517;1998;1999;0
1492808518;1688;470;14
1492808518;1200;665;11
1492808518;1803;451;7
1492808518;116;1367;8
1492808518;1108;749;15
1492808519;1983;1287;0
1492808519;1315;1827;3
1492808519;1410;944;0
1492808520;388;1632;15
1492808520;1303;1970;5
1492808520;234;690;3
1492808520;923;40;5
1492808521;1322;1986;5
1492808521;955;152;5
1492808522;896;103;2
1492808522;1811;245;3
1492808522;262;679;3
1492808522;1093;1343;8
1492808522;1615;1198;11
1492808523;108;1373;8
1492808523;1845;1064;8
1492808523;1891;719;10
1492808524;78;1316;0
1492808524;518;266;1
1492808525;893;1270;0
1492808525;39;51;2
1492808526;1781;1061;15
1492808526;522;221;13
1492808526;1801;1082;7
1492808526;389;1633;1
1492808527;606;61;3
1492808527;959;200;3
1492808527;518;1103;6
1492808528;1987;382;5
1492808528;15;1313;5
1492808528;390;1633;1
1492808528;79;171;2
1492808529;417;754;6
1492808529;1313;1827;3
1492808530;1924;761;10
1492808530;262;682;3
1492808530;1863;990;8
1492808530;107;1373;8
1492808531;1235;1826;3
1492808531;1782;1907;5
1492808531;1873;1756;0
1492808531;1199;666;11
1492808532;1818;241;10
1492808533;1907;1966;5
1492808533;309;9;0
1492808533;263;678;3
1492808533;1794;1906;5
1492808533;798;451;6
1492808533;1312;1985;5
1492808534;1873;1757;3
1492808534;1324;1915;5
1492808535;207;339;12
1492808535;1921;1025;3
1492808535;263;679;3
1492808536;1602;445;10
1492808536;1198;665;11
1492808536;960;200;3
1492808536;522;210;0
1492808537;832;672;5
1492808537;1734;1969;5
1492808537;389;1632;1
1492808537;1547;105;8
1492808538;234;691;9
1492808538;1;404;1
1492808539;419;728;12
1492808539;1774;1909;5
1492808539;1042;760;1
1492808539;1680;174;7
1492808540;241;307;2
1492808540;1314;1828;3
1492808540;1391;951;0
1492808540;309;7;0
1492808541;1094;1343;8
1492808541;234;82;5
1492808541;1826;1065;10
1492808542;1293;1964;5
