1493154014;1172;1561;3
1493154016;681;684;2
1493154017;45;552;7
1493154018;657;872;3
1493154018;1882;329;9
1493154018;61;605;6
1493154019;682;680;0
1493154019;1558;1760;0
1493154045;410;1249;12
1493154045;689;1987;5
1493154045;1180;368;13
1493154045;1843;153;3
1493154045;725;867;3
1493154045;576;460;11
1493154045;718;695;3
1493154045;540;746;5
1493154045;1505;148;3
1493154045;16;589;7
1493154045;1591;344;3
1493154045;677;687;2
1493154045;544;1357;3
1493154045;1812;180;0
1493154045;805;1529;3
1493154045;1124;678;3
1493154045;1873;1054;13
1493154045;463;742;5
1493154045;671;690;2
1493154045;1511;1575;0
1493154045;166;1326;5
1493154045;685;681;2
1493154045;543;1347;3
1493154045;1340;390;3
1493154045;471;754;8
1493154045;110;502;7
1493154045;806;1529;3
1493154045;1178;368;13
1493154045;686;675;7
1493154045;666;720;2
1493154045;616;1718;1
1493154045;1069;1584;0
1493154045;1844;152;3
1493154045;269;952;3
1493154045;336;574;1
1493154045;53;547;3
1493154045;1182;1559;5
1493154045;442;1267;5
1493154045;673;696;2
1493154045;1675;999;3
1493154045;1882;331;10
1493154046;137;98;6
1493154047;16;635;2
1493154048;687;672;2
1493154048;439;1267;13
1493154049;685;690;2
1493154049;1398;19;3
1493154049;406;1149;7
1493154051;43;765;3
1493154052;680;695;0
1493154052;1882;329;0
1493154054;680;687;2
1493154054;1934;1565;5
1493154054;23;539;7
1493154055;699;1897;4
1493154055;676;695;0
1493154055;822;390;1
1493154055;1004;1288;5
1493154057;1070;1583;0
1493154057;538;748;5
1493154059;1051;1585;12
1493154060;727;660;0
1493154061;629;615;3
1493154062;1394;1722;2
1493154063;684;689;0
1493154063;833;1407;6
1493154063;674;680;3
1493154064;0;0;3
1493154066;727;1507;4
1493154067;833;1406;6
1493154067;1934;1564;5
1493154069;115;608;7
1493154069;212;1706;12
1493154069;98;1343;8
1493154070;55;1406;3
1493154070;24;781;14
1493154071;110;793;3
1493154071;102;829;3
1493154072;461;431;0
1493154074;1073;1562;0
1493154074;1044;1586;12
1493154074;1587;562;3
1493154074;1996;689;3
1493154075;719;696;3
1493154075;897;1496;10
1493154076;120;1792;2
1493154077;814;1672;1
1493154077;1512;1574;0
1493154077;1380;1840;1
1493154078;688;690;0
1493154078;110;583;3
1493154078;547;601;3
1493154079;680;683;7
1493154079;1402;1718;3
1493154079;1054;1581;12
1493154079;425;1418;3
1493154080;1050;1583;12
1493154081;1955;938;3
1493154081;1700;1522;5
1493154081;1428;1528;3
1493154082;425;1417;3
1493154083;655;1069;5
1493154083;107;629;7
1493154083;832;1406;5
1493154084;1761;708;3
1493154085;1882;327;0
1493154085;1376;1836;2
1493154085;1967;1052;3
1493154085;1045;1588;12
1493154085;1116;613;3
1493154085;1747;783;11
1493154086;112;557;7
1493154086;1089;1600;2
1493154088;1052;1586;12
1493154088;1171;1561;3
1493154088;1402;1719;3
1493154088;509;685;0
1493154089;726;667;0
1493154089;1424;1319;0
1493154089;1648;1416;9
1493154090;29;629;7
1493154090;1044;1588;12
1493154091;172;1682;12
1493154091;1227;668;3
1493154092;765;1435;9
1493154092;1088;1600;2
1493154092;1041;1583;0
1493154093;27;541;3
1493154094;695;1001;5
1493154094;1777;1252;6
1493154094;5;572;3
1493154094;1174;1561;5
1493154095;1923;206;3
1493154095;1606;343;10
1493154096;802;1458;1
1493154096;812;1675;0
1493154097;1403;1720;2
1493154098;169;1326;5
1493154099;138;499;7
1493154099;1058;1579;12
1493154100;729;666;0
1493154103;105;1332;13
1493154104;99;506;3
1493154104;1048;1583;12
1493154104;565;674;5
1493154105;1211;528;6
1493154105;1968;1052;3
1493154105;13;533;3
1493154105;43;821;3
1493154105;1180;234;10
1493154107;1051;542;1
1493154107;1006;810;3
1493154108;1398;1721;2
1493154109;1673;999;3
1493154109;1562;127;10
1493154109;1600;444;10
1493154110;564;674;5
1493154111;81;624;6
1493154112;1609;1302;0
1493154112;629;1075;5
1493154113;1045;1617;0
1493154113;41;475;12
1493154113;1244;1558;8
1493154115;1429;10;3
1493154115;1403;1718;3
1493154116;52;640;0
1493154116;640;1070;5
1493154117;482;728;6
1493154118;956;195;5
1493154119;202;1687;12
1493154121;825;387;1
1493154121;675;667;0
1493154122;687;679;0
1493154122;37;606;7
1493154122;733;646;5
1493154124;1400;1719;3
1493154125;1918;221;3
1493154125;408;1148;6
