1493672414;503;1205;5
1493672414;950;116;3
1493672417;385;1374;15
1493672417;1419;454;3
1493672443;993;35;1
1493672443;25;1328;3
1493672443;1368;1105;6
1493672443;908;204;3
1493672443;1558;675;3
1493672443;1093;700;3
1493672443;1198;90;13
1493672443;1090;703;0
1493672443;72;1377;5
1493672443;26;1331;3
1493672443;404;1139;5
1493672443;438;617;3
1493672443;27;1331;3
1493672443;71;1378;5
1493672443;1007;78;2
1493672443;415;1141;5
1493672443;526;1191;3
1493672443;816;667;9
1493672443;1290;1865;3
1493672443;72;1378;5
1493672443;73;1378;5
1493672443;58;784;3
1493672443;1335;971;3
1493672443;1049;54;2
1493672443;1444;423;9
1493672443;1163;1876;0
1493672443;1358;1107;3
1493672443;1092;20;3
1493672444;972;57;2
1493672446;1362;1093;6
1493672446;1354;1106;6
1493672448;1789;691;3
1493672448;1359;1108;3
1493672448;524;1193;0
1493672451;1361;1092;8
1493672453;1360;1109;3
1493672456;919;198;3
1493672456;1960;1569;3
1493672457;979;3;3
1493672458;1007;121;2
1493672459;1364;1101;6
1493672460;1354;1106;3
1493672461;1358;347;10
1493672462;913;98;3
1493672462;1076;471;3
1493672463;1304;1873;0
1493672464;1900;137;14
1493672464;1548;103;8
1493672464;1272;1515;5
1493672466;1061;238;3
1493672466;37;1326;3
1493672467;526;1191;0
1493672468;1289;1864;3
1493672470;1089;105;2
1493672472;524;1193;3
1493672472;1362;1111;6
1493672472;1295;1874;0
1493672475;34;747;3
1493672479;1298;1876;0
1493672479;1733;1169;3
1493672480;1904;1058;3
1493672481;950;193;2
1493672484;524;1193;0
1493672487;916;147;3
1493672487;4;1363;0
1493672487;38;1325;3
1493672487;1202;212;5
1493672490;1578;1296;0
1493672490;733;438;8
1493672490;1789;692;3
1493672491;40;1481;3
1493672493;1832;757;0
1493672493;1204;214;5
1493672493;810;1597;13
1493672494;1454;1190;2
1493672495;1751;99;8
1493672496;1239;1382;2
1493672496;1354;1107;6
1493672497;1049;23;3
1493672497;1295;1866;3
1493672497;313;1571;0
1493672498;1076;46;3
1493672498;37;1327;3
1493672500;984;171;2
1493672501;526;1193;0
1493672501;1098;83;2
1493672502;514;1169;8
1493672502;1357;1106;6
1493672503;1475;1061;5
1493672504;1127;135;3
1493672505;622;578;7
1493672505;1583;1395;3
1493672506;1109;104;2
1493672506;1454;1875;0
1493672506;1201;212;6
1493672509;1011;268;3
1493672510;905;51;3
1493672510;1455;1875;0
1493672510;624;578;7
1493672510;1357;1106;3
1493672510;558;477;15
1493672511;1043;276;0
1493672512;1673;1374;10
1493672512;1587;1061;3
1493672512;1136;216;9
1493672513;1449;1872;0
1493672513;118;665;9
1493672514;1477;531;11
1493672515;626;577;7
1493672515;1450;1872;0
1493672516;404;1140;5
1493672519;809;515;3
1493672520;918;194;3
1493672520;627;576;7
1493672521;1109;56;3
1493672522;525;1192;0
1493672522;1814;1483;4
1493672522;1890;855;2
1493672523;1047;209;2
1493672523;456;788;2
1493672527;1895;1334;3
1493672528;1901;856;2
1493672530;1010;202;1
1493672534;10;701;4
1493672534;401;1670;3
1493672535;415;1647;7
1493672536;626;574;7
1493672537;1162;1877;0
1493672539;1101;167;2
1493672541;80;701;3
1493672542;1190;1872;0
1493672543;1361;1092;6
1493672543;1053;179;1
1493672544;1416;457;3
1493672544;1407;568;7
1493672545;39;1325;3
1493672545;385;1375;15
1493672546;986;40;1
1493672547;1431;568;5
1493672548;942;126;2
1493672549;37;1328;3
1493672549;948;242;3
1493672550;1407;569;7
1493672550;1082;171;2
1493672550;1895;1335;3
1493672552;1558;675;10
1493672554;525;1189;0
1493672555;40;1325;3
1493672556;1198;89;13
1493672557;70;1379;5
1493672557;990;220;1
1493672558;415;1140;5
1493672559;1293;1864;3
1493672560;71;1379;5
1493672563;73;1379;5
1493672563;1092;703;0
1493672565;1164;1877;0
1493672565;1020;9;3
1493672566;1362;1111;3
1493672566;1334;969;3
1493672566;74;1379;5
1493672570;990;122;2
1493672570;1038;168;2
1493672571;963;220;3
1493672571;1354;1107;3
1493672572;439;399;0
1493672572;525;1190;0
1493672573;1788;694;3
1493672575;1354;1109;3
1493672575;977;152;3
1493672575;1362;1091;6
1493672578;951;129;2
1493672579;989;267;3
1493672579;1089;199;3
1493672582;1354;1111;3
1493672582;526;1193;3
1493672584;999;222;1
1493672587;965;68;2
1493672587;1363;1091;6
1493672587;1363;1102;6
1493672590;41;1326;3
1493672590;525;1193;3
1493672590;1301;1877;0
1493672592;58;790;3
1493672592;1901;136;14
1493672593;1361;1110;6
